frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
394,2526.0,[2213.9529580293765 1591.0835827881133 2926.222092141873 2140.991732590679],[2448.488525390625 1996.4576416015625 2661.168212890625 2069.75927734375],0.3560812175273895,UNKNOWN,0
395,2693.0,[742.9887040568489 1541.853770826132 1439.4414117605356 2155.2221385759585],[966.0089721679688 1963.6903076171875 1175.1275634765625 2030.7559814453125],0.28781846165657043,UNKNOWN,0
395,2526.0,[2220.014496460452 1598.6714170744585 2937.6237139696445 2143.9733965614587],[2453.18115234375 2004.08203125 2643.271728515625 2084.677978515625],0.2760542631149292,UNKNOWN,0
396,2693.0,[737.9338767054769 1546.5203155000913 1435.5175516701638 2156.2693575293342],[1002.74609375 1980.447998046875 1174.33544921875 2026.9168701171875],0.28269118070602417,UNKNOWN,0
396,2526.0,[2222.89845875964 1607.1939054370869 2942.563713550418 2148.4588527684236],[2520.049560546875 2019.4512939453125 2669.72900390625 2084.040771484375],0.2590993642807007,UNKNOWN,0
397,2693.0,[740.9537569823308 1550.9438816695897 1440.628391351291 2157.1057110055563],[1000.8067626953125 1983.51171875 1188.36279296875 2029.524658203125],0.38650673627853394,LV08HIF,0.05591853125364508
398,2693.0,[732.9466680142917 1558.8153556592063 1440.750000877511 2158.0995003202715],[979.7890625 1986.1407470703125 1161.472900390625 2049.975341796875],0.6001408696174622,UNKNOWN,0
398,2837.0,[2258.0932466443937 877.149828281538 2972.1056628314927 1775.1512620212209],[2582.382568359375 1593.4495849609375 2760.81298828125 1645.604736328125],0.29636719822883606,UNKNOWN,0
399,2693.0,[722.6419922367793 1566.2220725276384 1435.0989171393383 2157.555688436834],[986.0220947265625 2008.712646484375 1179.714111328125 2082.801025390625],0.2979393005371094,UNKNOWN,0
400,2693.0,[716.7575439936622 1573.7661780120784 1435.2842455818795 2157.418588336183],[963.0318603515625 1999.48583984375 1167.93798828125 2070.049560546875],0.4544275104999542,UNKNOWN,0
401,2526.0,[2233.7375050235064 1637.8849543088863 2973.4989260301722 2154.948610038639],[2498.948974609375 2060.575439453125 2693.952392578125 2113.083251953125],0.3957846462726593,UNKNOWN,0
402,2693.0,[696.7890557844338 1586.935832041287 1429.572897360053 2156.8991851456326],[943.171630859375 2012.8516845703125 1144.4127197265625 2084.3369140625],0.4549233317375183,UNKNOWN,0
403,2693.0,[688.7143730522129 1592.2760522382168 1425.5090393450923 2156.1061451477035],[936.0877075195312 2022.0849609375 1132.1812744140625 2088.258056640625],0.4610762894153595,UNKNOWN,0
403,2526.0,[2237.699307953804 1648.404789697193 2980.4829487344646 2156.4482564206173],[2498.270751953125 2080.731689453125 2694.387451171875 2155.959716796875],0.31025704741477966,UNKNOWN,0
404,2693.0,[686.1839149821585 1599.244206759679 1422.9570664862135 2157.234724025669],[976.701171875 2056.88037109375 1163.1968994140625 2110.395263671875],0.3043874502182007,UNKNOWN,0
404,2526.0,[2238.3719675547472 1654.8806613987201 2985.5959185007523 2156.2083640119968],[2472.38525390625 2069.89501953125 2674.14599609375 2145.16357421875],0.27022644877433777,UNKNOWN,0
405,2693.0,[677.4139702501533 1608.3114659973942 1419.4481026057251 2160.3727010568723],[973.3699340820312 2042.9447021484375 1155.0369873046875 2117.733642578125],0.2573226988315582,UNKNOWN,0
406,2693.0,[674.4336541299426 1613.4925414782952 1416.956462170273 2161.447631157806],[955.609375 2058.371337890625 1154.172119140625 2121.987548828125],0.5425586700439453,UNKNOWN,0
407,2693.0,[675.9729281966886 1620.0580079761562 1415.337217327398 2162.623847586035],[935.38671875 2056.7763671875 1141.309814453125 2125.881591796875],0.5672889351844788,UNKNOWN,0
407,2670.0,[1024.943341907225 1228.3016286282493 1529.476324877138 1588.7999763704863],[1180.358642578125 1501.061279296875 1340.04296875 1569.4339599609375],0.29439324140548706,NA54KGJ,0.16769454774900056
408,2693.0,[669.729750988804 1626.3640670302116 1410.2178536344722 2162.323395692391],[930.6577758789062 2072.096435546875 1141.0340576171875 2147.28515625],0.46642571687698364,UNKNOWN,0
409,2693.0,[665.5898658618464 1631.435845007482 1410.2000097469825 2160.9440981230296],[949.2132568359375 2072.352783203125 1151.90576171875 2144.214599609375],0.3135552406311035,AV08HVF,0.6147805137520184
410,2693.0,[665.6503253857283 1639.0753065931135 1410.7673367329503 2160.9619505209203],[910.9354858398438 2084.361083984375 1077.18310546875 2153.826904296875],0.34281125664711,UNKNOWN,0
412,2693.0,[656.1425733385423 1655.166758316358 1405.9408468653733 2161.314782726475],[926.2440795898438 2103.31591796875 1095.578369140625 2160.0],0.3384461998939514,AV08HVF,0.8566503005659473
412,2787.0,[2272.642699062363 925.4558267630775 3010.744635108179 1850.9565987428043],[2591.23193359375 1659.909423828125 2784.289306640625 1717.0831298828125],0.2850682735443115,UNKNOWN,0
415,2787.0,[2287.5000499588614 930.1473972150017 3019.628399699046 1864.5135235853195],[2600.47802734375 1667.5953369140625 2753.45947265625 1720.473388671875],0.29053935408592224,UNKNOWN,0
417,2862.0,[2301.0498571415815 940.2336049134235 3020.61659852985 1886.828762216692],[2610.2900390625 1682.8511962890625 2767.34619140625 1728.0157470703125],0.35786330699920654,UNKNOWN,0
418,2862.0,[2300.0793202170466 948.4053169007659 3023.575499107182 1897.9392127881722],[2353.794189453125 1504.09814453125 2512.14501953125 1621.880859375],0.30262699723243713,UNKNOWN,0
419,2862.0,[2298.4516266185087 955.6075051634136 3023.423381729864 1905.9590719822525],[2339.376220703125 1488.7333984375 2519.969482421875 1636.852783203125],0.31700944900512695,UNKNOWN,0
421,2862.0,[2300.832039316718 963.1261218771258 3026.797971749673 1918.5061100512837],[2603.65576171875 1697.3929443359375 2771.28466796875 1749.4974365234375],0.38091301918029785,BG65USJ,0.24552640689367897
422,2862.0,[2296.822205642329 967.3843762898264 3029.909659192186 1931.2899294469053],[2600.372802734375 1698.7933349609375 2763.85107421875 1761.6846923828125],0.45411375164985657,BG65USJ,0.8678948120986708
423,2862.0,[2277.3540205483464 971.8177785952345 3025.2600465276178 1940.7433115965027],[2595.924072265625 1702.6055908203125 2770.497314453125 1765.6192626953125],0.3811599612236023,UNKNOWN,0
424,2862.0,[2283.269522476495 972.1842815097498 3034.8152925680624 1946.9422159908854],[2608.259033203125 1703.152099609375 2793.576416015625 1771.1693115234375],0.30898767709732056,UNKNOWN,0
426,2862.0,[2303.3099476731268 979.8455593195067 3050.9768781362563 1966.3636711631775],[2611.224853515625 1730.881591796875 2777.425537109375 1789.1187744140625],0.4622392952442169,UNKNOWN,0
427,2862.0,[2308.0278612978273 980.730189172716 3057.121852777639 1972.8371101936423],[2603.982177734375 1726.4090576171875 2779.0537109375 1791.881591796875],0.5814481377601624,UNKNOWN,0
428,2862.0,[2311.118595006699 983.2086207692005 3062.629098495709 1978.963862222628],[2614.587646484375 1735.80712890625 2789.08154296875 1794.7099609375],0.5229147672653198,UNKNOWN,0
429,2862.0,[2314.8439758037275 989.3269908738296 3071.3130968785435 1985.6561889209777],[2607.732177734375 1754.9957275390625 2780.97998046875 1807.4554443359375],0.5301288962364197,UNKNOWN,0
430,2862.0,[2319.7522855800353 993.1382354832448 3088.245354492451 1991.5238695741145],[2605.302978515625 1757.3961181640625 2781.625 1810.1121826171875],0.5302706956863403,UNKNOWN,0
431,2862.0,[2317.5324361887515 996.5824216322856 3093.5492614484765 1996.2566593330519],[2606.20947265625 1762.0213623046875 2775.86767578125 1820.595458984375],0.5301167368888855,UNKNOWN,0
431,2818.0,[1192.0764838527875 993.8599926740184 1692.7079874821652 1480.1511089278956],[1350.8057861328125 1301.1688232421875 1498.841796875 1367.1978759765625],0.3623086214065552,UNKNOWN,0
432,2862.0,[2308.3516649567064 1002.118838690219 3090.49030571654 2001.363909521839],[2605.349609375 1773.1561279296875 2781.369140625 1843.044921875],0.4819944202899933,UNKNOWN,0
433,2878.0,[2311.4869142642156 993.2305316440095 3104.163784277167 2000.4180919043931],[2607.94091796875 1773.81201171875 2784.482421875 1839.8594970703125],0.5123165845870972,UNKNOWN,0
434,2818.0,[1182.5808099226333 999.3099297983376 1691.1324922241229 1486.347206436346],[1342.6337890625 1314.5479736328125 1496.149169921875 1389.7254638671875],0.45088502764701843,UNKNOWN,0
434,2878.0,[2302.093834687339 996.1475046198143 3108.0813725875432 2008.7890814972347],[2610.857421875 1776.1954345703125 2785.09619140625 1842.9111328125],0.38272956013679504,UNKNOWN,0
435,2862.0,[2300.1527241898307 1006.9316949418237 3089.8714034040026 2005.2305211071769],[2604.6865234375 1785.6259765625 2791.862060546875 1860.2923583984375],0.44789817929267883,UNKNOWN,0
435,2818.0,[1181.8401622770007 1002.7716945118161 1691.427135096354 1490.5033877022595],[1321.7923583984375 1315.1468505859375 1492.6610107421875 1379.6021728515625],0.27112945914268494,UNKNOWN,0
436,2862.0,[2299.4006769494104 1007.4880188647899 3094.2000150871368 2007.4129861915853],[2607.592529296875 1787.3951416015625 2795.884765625 1860.15087890625],0.5370328426361084,UNKNOWN,0
436,2670.0,[948.2977713928494 1315.1075902287253 1478.8685560305553 1696.8472787574624],[1115.6651611328125 1611.33154296875 1287.18603515625 1674.355224609375],0.2587137222290039,UNKNOWN,0
438,2862.0,[2293.45857267098 1014.9092318128914 3100.425230117463 2026.809417655999],[2610.96630859375 1809.84375 2797.190673828125 1870.4150390625],0.6229928135871887,UNKNOWN,0
438,2818.0,[1175.6426220834378 1012.665865519767 1692.8377644726716 1497.3408381968434],[1344.2105712890625 1317.055419921875 1491.089111328125 1389.6597900390625],0.31743723154067993,UNKNOWN,0
439,2862.0,[2297.3808787033977 1015.4244310069455 3105.5945070644148 2034.5470609679835],[2600.03955078125 1821.0841064453125 2796.08984375 1883.3179931640625],0.6590133309364319,UNKNOWN,0
440,2862.0,[2301.8455251124246 1020.6117925053059 3110.193129809682 2044.8717668969748],[2599.0849609375 1832.47412109375 2791.03515625 1891.41748046875],0.6313989758491516,UNKNOWN,0
441,2862.0,[2301.917713739495 1028.2936320223962 3115.080039748775 2058.3045255997295],[2607.2841796875 1838.9405517578125 2793.358642578125 1895.1190185546875],0.577804446220398,BC65USJ,0.6640828318995742
441,2818.0,[1170.760406010511 1022.4805718859893 1688.2625514211263 1509.2456895926916],[1348.954833984375 1351.717529296875 1480.951904296875 1429.6990966796875],0.2762994170188904,UNKNOWN,0
442,2891.0,[2309.47969743039 1038.006306341004 3104.72798871591 2072.617838405431],[2606.60546875 1842.46923828125 2793.125244140625 1899.636962890625],0.5781232714653015,UNKNOWN,0
443,2891.0,[2309.297114941104 1045.3594608104308 3098.7468892150073 2080.276098773246],[2600.620849609375 1848.233154296875 2793.94921875 1912.1640625],0.5904693007469177,UNKNOWN,0
444,2891.0,[2318.23246258526 1047.3165718856724 3105.182940429433 2098.272829049145],[2602.8466796875 1852.071533203125 2795.962646484375 1923.1029052734375],0.5057282447814941,UNKNOWN,0
445,2891.0,[2323.6596871955235 1048.6538268437916 3109.96735583401 2109.0476752803065],[2598.023193359375 1858.666748046875 2796.094970703125 1934.0614013671875],0.4842437207698822,UNKNOWN,0
445,2818.0,[1167.3000816581723 1038.5833687439037 1687.0991439820525 1522.5652345500014],[1331.6463623046875 1368.02685546875 1472.5277099609375 1433.3916015625],0.33861371874809265,UNKNOWN,0
446,2891.0,[2317.511026202777 1049.3778474673597 3097.216985351233 2115.972882841318],[2607.2353515625 1859.766845703125 2803.774658203125 1933.96826171875],0.5868454575538635,UNKNOWN,0
447,2891.0,[2314.2293008717943 1048.4706241624608 3107.137233630445 2123.429291517923],[2607.99755859375 1875.974365234375 2804.737548828125 1944.3245849609375],0.6486039757728577,UNKNOWN,0
447,2670.0,[921.211890921478 1352.511484368976 1462.8615265376168 1751.0451348770364],[1094.6483154296875 1658.3765869140625 1268.3551025390625 1718.385986328125],0.37457913160324097,UNKNOWN,0
448,2891.0,[2309.728482475918 1046.892043001426 3114.2671473939135 2129.220546909401],[2604.417236328125 1880.1143798828125 2802.5068359375 1942.705810546875],0.6170716881752014,UNKNOWN,0
449,2891.0,[2314.9757126672766 1048.4129765706803 3123.206025624012 2132.2879170547903],[2606.50390625 1888.70849609375 2802.71337890625 1952.6278076171875],0.6667963266372681,BG65USJ,0.8666157093277634
450,2862.0,[2301.8637226226215 1061.1456716532489 3140.6398962209273 2129.2245702074106],[2601.71826171875 1902.0904541015625 2798.7724609375 1955.7786865234375],0.6650307774543762,BC65USJ,0.35848840960358086
451,2862.0,[2292.1664303543666 1063.9705243223452 3132.471882288545 2134.4664286396132],[2607.65576171875 1914.17919921875 2797.650390625 1972.858642578125],0.6507321000099182,UNKNOWN,0
451,2670.0,[903.8160743459573 1369.408449665006 1455.35279902242 1773.4943210075082],[1080.5721435546875 1660.4962158203125 1267.425048828125 1719.5592041015625],0.41127222776412964,UNKNOWN,0
452,2862.0,[2285.2576898382267 1067.1228153401478 3126.4411199031356 2139.7698034393197],[2603.829833984375 1920.73583984375 2794.683837890625 1990.04150390625],0.5684428811073303,BG65USJ,0.44741845755385284
452,2818.0,[1152.073354287522 1047.9416764164039 1687.6942741448345 1545.2323216368736],[1321.6090087890625 1377.8721923828125 1475.50048828125 1444.587646484375],0.4521286189556122,UNKNOWN,0
452,2670.0,[900.8188732083245 1374.2580494812512 1455.0772015286352 1780.0971757623267],[1096.48193359375 1684.2139892578125 1264.4898681640625 1738.2947998046875],0.3316718637943268,UNKNOWN,0
453,2862.0,[2285.8645950338473 1072.8868991954644 3131.0645224396017 2146.0241740678493],[2596.3916015625 1923.8486328125 2791.558349609375 2001.3111572265625],0.6150797009468079,BG65USJ,0.7485198216095912
454,2862.0,[2286.407371952926 1080.1777711643726 3133.185363277599 2150.8598067163707],[2595.51318359375 1924.9781494140625 2787.1396484375 2001.674560546875],0.5957093834877014,UNKNOWN,0
455,2862.0,[2267.51166166778 1085.7634438849068 3117.236616682428 2154.3696654550445],[2602.0166015625 1931.9111328125 2810.227294921875 2010.2406005859375],0.5855217576026917,UNKNOWN,0
455,2818.0,[1145.0932827302117 1051.3257140765961 1685.6953099058383 1554.7067539762736],[1322.8299560546875 1377.9359130859375 1467.1885986328125 1437.15673828125],0.4410457909107208,UNKNOWN,0
457,2818.0,[1141.5104891582496 1059.1688690148023 1682.3598410286718 1563.909659522574],[1330.6070556640625 1371.458984375 1475.38037109375 1432.54345703125],0.4366518557071686,UNKNOWN,0
458,2912.0,[2264.7615286688424 1104.9482619732853 3140.743785852512 2149.2311824877593],[2596.280029296875 1954.9466552734375 2798.3349609375 2029.69873046875],0.690197229385376,BG65USJ,0.7634059168400035
458,2818.0,[1137.911296056828 1059.0657565348529 1680.4424651744769 1566.0424083204925],[1310.6103515625 1386.23828125 1457.823486328125 1435.3094482421875],0.25743797421455383,UNKNOWN,0
459,2912.0,[2281.040627662279 1111.5202035987913 3153.521991195573 2146.0809765394274],[2603.23291015625 1978.548095703125 2808.724609375 2038.7509765625],0.6744740009307861,UNKNOWN,0
459,2670.0,[889.7593414269211 1403.0532042629056 1453.0998257573985 1813.8849944669869],[1069.4461669921875 1703.72900390625 1259.4552001953125 1776.3233642578125],0.31617456674575806,UNKNOWN,0
460,2912.0,[2296.2025588177485 1121.9543048842825 3167.5056353846867 2146.3954466466325],[2603.16259765625 1981.504150390625 2811.6572265625 2037.39697265625],0.6765036582946777,UNKNOWN,0
460,2670.0,[888.9997782002298 1407.8902674206984 1452.4358436874609 1820.7078726394102],[1064.5989990234375 1721.330322265625 1241.2420654296875 1791.685546875],0.3042243421077728,UNKNOWN,0
461,2912.0,[2283.580725061109 1124.7356221790492 3167.679455210077 2146.854136760042],[2594.82177734375 1988.9283447265625 2802.17529296875 2068.798583984375],0.6067042350769043,BG65USJ,0.4864767529864663
461,2818.0,[1130.2332994289102 1060.4403723774042 1676.344659399085 1572.166057354277],[1306.1483154296875 1391.5655517578125 1464.6700439453125 1457.5606689453125],0.4935859739780426,UNKNOWN,0
461,2670.0,[888.3254782876659 1413.4584708022007 1452.0530806325612 1828.7267144320267],[1095.2213134765625 1732.74658203125 1269.6954345703125 1793.2266845703125],0.2836412489414215,UNKNOWN,0
462,2912.0,[2275.6900741649156 1133.382019534181 3168.6093234334253 2150.576954507828],[2598.734130859375 1993.1917724609375 2803.67431640625 2071.2724609375],0.6636921167373657,UNKNOWN,0
462,2670.0,[887.2443992699275 1418.5976818392592 1451.2319239022906 1835.6514284109962],[1100.450439453125 1726.316650390625 1268.7816162109375 1791.996337890625],0.34922492504119873,UNKNOWN,0
462,2818.0,[1126.9922184387012 1064.5518189877027 1668.6865944221393 1575.019823128862],[1330.1597900390625 1387.170166015625 1470.3763427734375 1443.0640869140625],0.33821138739585876,UNKNOWN,0
463,2670.0,[886.579808920631 1421.7766040406473 1450.7164580965864 1840.0144094939774],[1067.857177734375 1729.0684814453125 1246.934326171875 1789.4273681640625],0.4393828511238098,UNKNOWN,0
463,2818.0,[1131.2856001319935 1065.267003497412 1672.8589715226678 1577.130453703396],[1310.4207763671875 1383.5091552734375 1452.9686279296875 1450.1578369140625],0.2532716691493988,UNKNOWN,0
464,2919.0,[2261.1742675754535 1146.3184482501833 3148.052866053154 2140.338401979695],[2604.81787109375 2005.7989501953125 2800.493896484375 2083.37353515625],0.5961349010467529,UNKNOWN,0
464,2818.0,[1131.238092893287 1068.7296776347157 1674.1810568978872 1581.847131303557],[1300.8663330078125 1419.279541015625 1458.162353515625 1496.7420654296875],0.2905692160129547,AK64DHY,0.11608452425600217
465,2919.0,[2256.4872985095985 1145.4200192263183 3154.0348677265233 2143.57525428275],[2604.482666015625 2019.7724609375 2803.83203125 2096.089599609375],0.6540793180465698,BG65USJ,0.5040262243365248
465,2818.0,[1130.7280351074758 1071.8008513734312 1675.7594274637115 1586.0532653364144],[1294.877685546875 1403.379638671875 1450.193603515625 1470.0128173828125],0.2620982229709625,AK64DMW,0.42634408258204465
466,2919.0,[2256.4253263251553 1146.8656698743628 3152.1383253387417 2144.260950377995],[2609.00341796875 2030.2052001953125 2812.004638671875 2091.853271484375],0.625162661075592,UNKNOWN,0
466,2670.0,[880.3391941917008 1430.7869637856227 1445.4653576235255 1848.807255886304],[1078.1380615234375 1761.359130859375 1237.90576171875 1815.9189453125],0.369545578956604,UNKNOWN,0
467,2919.0,[2256.6693698247796 1149.6988772223008 3166.0351831914127 2148.676446143237],[2606.098388671875 2023.414306640625 2807.3876953125 2101.802978515625],0.6728569269180298,UNKNOWN,0
467,2818.0,[1124.8966128249922 1075.0253144343203 1672.1733336503753 1589.5272823653347],[1313.0328369140625 1388.0318603515625 1466.5543212890625 1454.3306884765625],0.4100342094898224,AK64OMY,0.189906357009558
467,2670.0,[878.8289357047934 1434.1753177995643 1443.3811055808628 1852.8268098705034],[1069.1907958984375 1764.703857421875 1233.201904296875 1829.0333251953125],0.3569193482398987,NA54KGJ,0.3579151435846878
468,2919.0,[2251.234375871335 1154.0228534514204 3166.215034794801 2150.263818450803],[2605.635986328125 2050.730712890625 2807.11376953125 2112.3505859375],0.6847348809242249,UNKNOWN,0
468,2670.0,[878.0628750639739 1440.6540312825537 1442.1831847446297 1860.3320231739267],[1052.9315185546875 1765.5262451171875 1235.44873046875 1822.3927001953125],0.3786812126636505,UNKNOWN,0
469,2928.0,[2236.847586563487 1157.7503788224494 3166.7927600677417 2147.29406737755],[2613.98828125 2059.872802734375 2810.54443359375 2113.910400390625],0.6103416681289673,BG65USJ,0.35526296385526573
469,2670.0,[876.524641716916 1444.6135144291377 1441.1167174235202 1866.0848666427544],[1073.0179443359375 1766.8990478515625 1241.502197265625 1831.0098876953125],0.38179001212120056,NA54KGJ,0.17375706331603363
470,2928.0,[2224.926071034152 1168.3372760742275 3144.151447913621 2145.469850775127],[2614.963623046875 2065.034912109375 2811.715087890625 2135.927490234375],0.6539437770843506,UNKNOWN,0
470,2670.0,[872.4446572722757 1450.516678827515 1439.0063953873316 1873.25821612947],[1047.43994140625 1768.7156982421875 1210.911376953125 1827.755615234375],0.3627610504627228,UNKNOWN,0
471,2818.0,[1096.6449827105505 1086.6108756855965 1660.6298974259273 1604.8959359053347],[1297.2537841796875 1425.80908203125 1449.46826171875 1500.1044921875],0.31984251737594604,UNKNOWN,0
472,2818.0,[1094.596294793878 1090.238317997135 1657.2335463463467 1608.9885409380888],[1307.98828125 1435.147705078125 1452.8212890625 1496.5860595703125],0.2552981376647949,AK64DMV,0.5812545168739787
473,2670.0,[867.5831507075975 1466.6487832484556 1437.7784936069004 1889.2088191431942],[1059.3785400390625 1776.8306884765625 1233.265625 1853.84765625],0.32613080739974976,UNKNOWN,0
473,2818.0,[1093.8265488094921 1093.0533426836512 1657.1620850322006 1612.8006051413456],[1295.557373046875 1432.7078857421875 1454.1768798828125 1495.2843017578125],0.38308197259902954,UNKNOWN,0
474,2818.0,[1092.7064292667294 1095.7434757492615 1655.3503314547995 1616.3721014694552],[1288.6973876953125 1435.0648193359375 1448.8485107421875 1513.47265625],0.3778204321861267,AK64OMV,0.45147833757295497
475,2818.0,[1092.2381596785715 1096.8879719562865 1653.9634251271098 1618.685465328434],[1292.3310546875 1436.1876220703125 1457.1524658203125 1508.1939697265625],0.4513423442840576,AK64OMV,0.5013334187153077
476,2670.0,[859.0436048205145 1478.613211146186 1435.8546979547948 1903.6407665581512],[1066.218505859375 1800.315185546875 1255.5234375 1865.1463623046875],0.5304312705993652,UNKNOWN,0
476,2818.0,[1092.9320390283515 1105.0449337511309 1651.089008147398 1625.2754132555292],[1284.7464599609375 1437.88525390625 1442.95458984375 1510.6832275390625],0.37044307589530945,UNKNOWN,0
477,2818.0,[1095.2877390171193 1107.920657417924 1653.5547037422084 1630.469453831012],[1303.1700439453125 1458.1776123046875 1450.6282958984375 1518.9979248046875],0.2763943076133728,UNKNOWN,0
478,2818.0,[1095.4096978345976 1112.6404110793262 1653.9576217256879 1635.1516436004556],[1297.37841796875 1447.6326904296875 1453.16064453125 1504.1175537109375],0.3863106966018677,AK64DMV,0.6074346632606896
479,2818.0,[1093.688420221539 1117.1873123292046 1653.0211413317186 1641.9174253370445],[1279.5146484375 1457.4818115234375 1451.0986328125 1513.6435546875],0.45872506499290466,AK64DMV,0.6174873978864405
479,2670.0,[850.7177825160936 1492.4702915114358 1432.9452174913456 1926.8835868780725],[1052.4708251953125 1837.1607666015625 1229.494140625 1893.790283203125],0.4047216773033142,UNKNOWN,0
480,2670.0,[848.8149065102482 1497.2561645980472 1432.3372416963523 1933.6194364001685],[1062.382568359375 1839.005126953125 1248.9456787109375 1903.381591796875],0.3493225574493408,UNKNOWN,0
480,2818.0,[1086.7052615748053 1117.3680087164446 1649.0839590598753 1644.1674168114753],[1263.4649658203125 1455.7078857421875 1431.03857421875 1508.4093017578125],0.34714382886886597,AK64DMV,0.6781961194373177
481,2818.0,[1083.2710898552207 1118.5379303674729 1646.7548662736174 1646.4664673971513],[1270.1336669921875 1456.1968994140625 1434.1290283203125 1503.6995849609375],0.39440786838531494,AK64DRV,0.33384932681042484
482,2670.0,[844.2362227934224 1506.2118289954165 1429.9369235275522 1945.2626270824653],[1050.55224609375 1840.8564453125 1247.3248291015625 1900.4310302734375],0.3316611051559448,NA54KCJ,0.5228432508783557
482,2818.0,[1082.82946912435 1120.803238366371 1649.2935536201026 1649.423393142282],[1265.5205078125 1464.15185546875 1429.8441162109375 1512.1435546875],0.2658054530620575,AK64DMV,0.6664751430254117
483,2670.0,[842.94581007993 1510.2050575155079 1430.0594713791518 1949.458165966457],[1035.247802734375 1844.2354736328125 1220.5634765625 1905.1219482421875],0.4390104413032532,UNKNOWN,0
483,2818.0,[1081.9323098458012 1124.8525902568529 1650.5166075027432 1653.413442447519],[1285.453857421875 1465.2958984375 1442.5626220703125 1520.90185546875],0.25582438707351685,AK64DMY,0.3828847667289323
484,2818.0,[1080.7570847639295 1128.6185390070623 1652.0332708275532 1657.0863794825163],[1282.97216796875 1460.2249755859375 1448.2698974609375 1510.489990234375],0.4179023802280426,AM64DMV,0.31444970870643335
485,2818.0,[1077.8642014137627 1130.0742528078079 1651.4478029417523 1660.618696983662],[1259.0504150390625 1452.2432861328125 1423.78955078125 1509.92041015625],0.3391610383987427,UNKNOWN,0
486,2818.0,[1072.664495937479 1135.6260928773204 1649.3589272256208 1665.918948469552],[1247.155029296875 1464.134033203125 1427.393310546875 1518.8236083984375],0.43760204315185547,AK64DMV,0.6112302797122656
486,2700.0,[2854.039561599505 857.7888725447344 3282.61907398567 1205.201914043678],[3025.313720703125 1006.0859375 3250.73046875 1127.1412353515625],0.32366958260536194,UNKNOWN,0
487,2818.0,[1071.0403665130507 1139.587553967269 1650.0447619445695 1668.546850426974],[1257.4781494140625 1462.2301025390625 1426.9031982421875 1512.4261474609375],0.47149914503097534,AK64NTV,0.029714629103263095
487,2700.0,[2855.764146436119 856.9806638768721 3285.0253657442167 1205.1802573191064],[3055.4658203125 1020.4911499023438 3252.3564453125 1122.9949951171875],0.3740306496620178,UNKNOWN,0
488,2818.0,[1069.1458620115839 1141.7495465431366 1651.2871308847195 1670.1599586170228],[1262.27587890625 1459.1387939453125 1416.04443359375 1515.7535400390625],0.39916306734085083,UNKNOWN,0
488,2700.0,[2856.777068642992 856.9177708688352 3287.093817283243 1206.7682047630526],[2866.93017578125 1005.0819702148438 3242.261474609375 1116.452880859375],0.25684019923210144,UNKNOWN,0
489,2818.0,[1065.9112244479034 1145.3731208901677 1650.042778203027 1673.5578926516291],[1258.186279296875 1487.4415283203125 1427.761962890625 1565.449462890625],0.32406678795814514,UNKNOWN,0
490,2818.0,[1063.8310251457297 1148.6137860322515 1648.548639511121 1675.9704239216526],[1265.9576416015625 1494.41552734375 1412.5897216796875 1567.121337890625],0.31444627046585083,UNKNOWN,0
491,2818.0,[1061.383755565575 1151.5970949990706 1645.8791372282567 1681.9586213755315],[1259.2984619140625 1462.599853515625 1412.49267578125 1524.557373046875],0.3882496654987335,UNKNOWN,0
492,2700.0,[2865.9119626475094 859.1679515358322 3297.9949768372016 1217.6335516176373],[2875.78173828125 991.1139526367188 3285.46142578125 1154.6650390625],0.38949325680732727,UNKNOWN,0
492,2818.0,[1056.1308844963469 1156.6162725452955 1636.4244782526553 1688.288665538576],[1253.3316650390625 1466.86865234375 1403.1644287109375 1518.462646484375],0.32681798934936523,UNKNOWN,0
493,2700.0,[2867.6062814728284 861.6146282137468 3302.146733874947 1221.5459268358006],[2872.1484375 997.2095336914062 3288.495361328125 1157.964599609375],0.42325571179389954,UNKNOWN,0
493,2818.0,[1053.8536042898486 1159.0638235287286 1631.8406450158295 1690.5294554430977],[1258.7154541015625 1465.329345703125 1402.998291015625 1525.2691650390625],0.26985496282577515,UNKNOWN,0
494,2818.0,[1051.2524256161762 1161.007470222581 1627.862449551449 1692.8014333108908],[1243.5577392578125 1476.6444091796875 1415.5556640625 1555.4090576171875],0.30883681774139404,AN64DMV,0.33516541571963615
495,2818.0,[1052.000492882274 1164.5000517123067 1630.1101564124156 1697.5645093806197],[1247.3524169921875 1479.94140625 1428.3671875 1555.3115234375],0.2514495551586151,AK64DMV,0.4162161361672729
496,2818.0,[1048.5685007147933 1165.4191012754914 1627.458879449165 1700.1522318238767],[1251.364990234375 1507.859130859375 1403.935546875 1572.9244384765625],0.3418048024177551,AK64DMV,0.7000809186804035
497,2818.0,[1046.0695394805057 1166.3991276851043 1627.1287385948422 1703.0977155464311],[1236.8341064453125 1502.9322509765625 1401.42333984375 1570.9652099609375],0.3966082036495209,AK64DMV,0.744227782131547
498,2818.0,[1038.1166224966632 1168.3429531786294 1623.2021197266313 1707.6545825390237],[1221.33740234375 1503.1134033203125 1402.2828369140625 1574.3092041015625],0.5263057947158813,AK64DMV,0.7879855847772674
