frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
168,2308,2070.305654466398 1353.8738212080789 2689.691184825791 1894.5771883129205,2213.9453125 1721.30322265625 2499.539306640625 1801.60791015625,0.2900114357471466,UNKNOWN,0
169,2308,2074.850204337783 1356.613865961139 2693.490146130275 1897.9174850094475,2297.838134765625 1699.4901123046875 2521.169921875 1779.0765380859375,0.29837626218795776,UNKNOWN,0
170,2308,2080.283411326957 1360.6233687820422 2697.383373522622 1901.470053886475,2281.419921875 1695.3563232421875 2515.880615234375 1779.0462646484375,0.30555424094200134,AP05JEO,0.30502854850049216
171,2308,2078.5799819670956 1367.123786670289 2698.1308105382354 1908.5909477626283,2279.5919189453125 1705.9884643554688 2514.4561767578125 1790.4468994140625,0,0,0
172,2308,2076.8765526072343 1373.6242045585357 2698.8782475538487 1915.7118416387814,2277.763916015625 1716.62060546875 2513.03173828125 1801.8475341796875,0.527298092842102,AP05JEO,0.6525887220200879
173,2308,2081.395969118382 1379.0416464826885 2704.265417189168 1923.1544573019696,2260.4677734375 1733.34814453125 2530.03955078125 1822.064453125,0.6039063930511475,AP05JED,0.0671689017214878
174,2308,2086.7037448607953 1386.7602030972794 2706.860053662469 1931.7122105982503,2262.7783203125 1739.2933349609375 2543.53125 1827.18701171875,0.46234431862831116,AP05JEU,0.1487441221104978
175,2308,2084.6795311776964 1393.210495509666 2707.4160228155984 1938.4119325299444,2265.84912109375 1750.9046630859375 2544.14111328125 1827.1201171875,0.5409609079360962,AP05JEO,0.24330756166020856
176,2308,2078.0404580280565 1399.4366217404624 2706.187023588591 1945.630706514343,2259.738037109375 1756.79443359375 2525.199951171875 1822.392333984375,0.568314254283905,AP05JEU,0.3218036114759179
177,2308,2085.541005899954 1406.84529701771 2714.576192197632 1954.2306651933295,2311.521728515625 1749.8905029296875 2537.548828125 1831.7705078125,0.5948763489723206,AP05JEO,0.25515585355432935
178,2308,2088.1533892435627 1411.5855252823335 2721.116348033587 1960.9573927321562,2304.87353515625 1772.8756103515625 2514.2216796875 1864.9156494140625,0.2620609700679779,AP05JEO,0.3253428432148268
179,2308,2089.9582834690486 1416.2038180566603 2728.0265677214006 1968.0039318711422,2280.9375 1785.3638916015625 2518.0185546875 1868.2391357421875,0.2912115156650543,AP05JEO,0.4098414246387155
180,2308,2092.280775920248 1421.5094373583179 2732.304666950884 1976.4016950292553,2292.046875 1773.02880859375 2520.821533203125 1848.1009521484375,0.40895071625709534,AP05JED,0.420974967352268
181,2308,2093.540657297986 1426.6857084338706 2735.887448163466 1983.9511304824184,2291.238525390625 1774.7779541015625 2520.25537109375 1851.610107421875,0.41475117206573486,AP05JED,0.33256595333202726
182,2308,2093.463409154794 1429.4239161797313 2741.6333521998677 1989.7051774004294,2298.04931640625 1776.4478759765625 2537.67578125 1876.4312744140625,0.5214821100234985,AP05JED,0.14943055559886606
183,2308,2089.887447960569 1434.1540986510795 2748.6999126004125 1996.0472863886134,2310.401611328125 1824.67626953125 2541.5625 1883.0582275390625,0.5730492472648621,UNKNOWN,0
184,2308,2089.1601581092673 1439.2075130378782 2753.2951850252693 2001.7654754874177,2265.984375 1793.9720458984375 2566.4912109375 1911.14599609375,0.4335886240005493,AP05JEO,0.1477584987756353
185,2308,2092.4655312953264 1446.1112846261785 2759.6975074312104 2010.0294224269524,2302.239013671875 1820.3447265625 2567.847412109375 1897.1622314453125,0.5639387965202332,AP05JEO,0.8712577391216672
186,2308,2093.0171152237026 1453.0982341418726 2763.6680099339164 2019.9187641568396,2286.48974609375 1835.210693359375 2542.907958984375 1896.281494140625,0.6318550109863281,AP05JEO,0.3020848602336812
187,2308,2088.5254819970523 1458.169551713624 2762.765147884774 2027.3168577752958,2279.905029296875 1825.61474609375 2501.2666015625 1891.8653564453125,0.6185512542724609,AP05JEL,0.35301754112410844
188,2308,2092.254110769747 1466.4186793799192 2770.3357844874063 2036.348427083364,2302.4765625 1825.939208984375 2558.20458984375 1916.980712890625,0.6247826218605042,AP05JEO,0.44395524657111507
189,2308,2090.609724430456 1474.8164527140993 2770.0064011154013 2045.6027667386488,2317.521728515625 1837.1085205078125 2573.835693359375 1915.5469970703125,0.46511152386665344,AP05JEO,0.3915080644736241
190,2308,2089.9580211579364 1479.275982323767 2773.9180671940853 2051.7383763282487,2295.146728515625 1843.5889892578125 2554.226318359375 1929.849609375,0.2954573631286621,AP05JEO,0.32573948520479845
191,2308,2086.3497895731202 1487.8438767935813 2770.9709437741753 2061.882899313573,2316.98046875 1857.8914794921875 2542.8115234375 1935.080322265625,0.5298868417739868,AP05JEO,0.3208682510355936
192,2308,2087.097656553175 1496.2420854209654 2774.5194389413596 2071.714009094408,2327.8857421875 1855.91845703125 2545.681396484375 1947.279541015625,0.5310580730438232,AP05JEO,0.3742950851733923
193,2308,2089.4516241556075 1501.6946733080115 2775.7655745113834 2078.4177027368346,2337.66845703125 1887.5220947265625 2557.9560546875 1956.483642578125,0.49479955434799194,AP05JEO,0.91894705014763
194,2308,2089.1285918124936 1506.1421867660808 2779.119315862579 2084.708502556184,2301.932373046875 1884.8394775390625 2561.100341796875 1958.35009765625,0.5294503569602966,AP05JEO,0.5248021877428262
195,2308,2093.3194800253377 1511.6859382808889 2784.756940347479 2091.865623417719,2306.97216796875 1885.96435546875 2596.492919921875 1962.2945556640625,0.5912787318229675,AP05JEO,0.45104577393917494
196,2308,2093.617574901944 1516.932499491801 2784.438517909336 2097.631246499474,2305.3037109375 1897.480224609375 2579.81201171875 1963.1734619140625,0.556159257888794,AP05JEO,0.24468028654332985
197,2308,2096.0099012636933 1521.9340893527722 2791.8504620669805 2104.9730157322524,2353.349609375 1887.90478515625 2598.70361328125 1981.4007568359375,0.4982891380786896,AP05JEO,0.21529709676566156
198,2308,2097.532319756224 1529.7213299216328 2803.0520757762724 2115.6814699436422,2341.001953125 1915.4437255859375 2584.196533203125 1994.1053466796875,0.5278204679489136,AP05JEO,0.6695532116577417
199,2308,2098.895355702186 1535.4927587344368 2809.722237418271 2123.024131993036,2335.169189453125 1913.0726318359375 2575.4716796875 1993.0595703125,0.6041309833526611,AP05JEO,0.5139398121511451
200,2308,2096.8955317368454 1540.1363566482773 2812.5433487900164 2128.535620140202,2361.73876953125 1935.5849609375 2604.60888671875 2011.5308837890625,0.48557037115097046,AP05JEO,0.4699970434665049
201,2308,2099.336950719948 1547.5468912896706 2818.645377390199 2136.757582996984,2341.37451171875 1929.056396484375 2591.699951171875 2011.734375,0.4789915680885315,AP05JEO,0.2799479111698882
202,2308,2101.776041704793 1552.4795218214272 2824.1543558265785 2141.9068912646,2332.017578125 1933.669189453125 2615.743408203125 2026.556884765625,0.511102020740509,AP05JEO,0.19548550538170442
203,2308,2102.5819599804668 1559.986468421243 2830.4808075353517 2147.2432427444305,2327.051025390625 1948.385009765625 2586.800537109375 2029.6827392578125,0.5871317982673645,AP05JEO,0.18083278777303405
204,2308,2101.8363687973356 1565.1221479505102 2834.9848453921973 2150.534437401244,2362.864013671875 1957.21630859375 2628.985595703125 2043.567138671875,0.4557667672634125,UNKNOWN,0
205,2308,2104.6481468225984 1570.4828672247886 2840.4343861220796 2153.2648959451813,2336.948974609375 1978.4046630859375 2598.689453125 2041.2352294921875,0.45610836148262024,UNKNOWN,0
206,2308,2103.025006337823 1578.410080745131 2843.8486579101295 2156.4694890737505,2334.6025390625 1973.278564453125 2629.857666015625 2054.869384765625,0.6010963320732117,AP05JEO,0.27352922221373893
207,2308,2102.939761276825 1585.5457853901912 2849.8880111001913 2157.6230036439674,2402.194091796875 1985.60498046875 2628.26416015625 2056.029541015625,0.4705991744995117,AP05JEQ,0.24162050932511772
208,2308,2101.106080360011 1591.7894556965457 2852.9252528000225 2158.0364367530906,2362.74609375 1991.9361572265625 2630.377197265625 2077.150146484375,0.46594417095184326,AP05JEQ,0.3770187024651891
209,2308,2109.9713807575586 1595.9115833595126 2860.830189483357 2156.002529237653,2342.541015625 1993.361328125 2630.92529296875 2071.60888671875,0.502377986907959,AP05JEQ,0.3325171152085102
210,2308,2109.36495383312 1601.4626123656028 2862.788187652486 2154.2873785503907,2354.63525390625 2004.583740234375 2629.625 2091.833740234375,0.4983985722064972,AP05JEO,0.4549045719249273
211,2308,2110.4157665985394 1607.8058389606767 2865.6696306832027 2151.39501690824,2394.88818359375 2010.3177490234375 2639.099609375 2090.63232421875,0.5006661415100098,AP05JEO,0.48853578910165185
212,2308,2108.8095432115615 1612.880290454863 2863.3855586012105 2153.931399154018,2337.260009765625 2023.4593505859375 2618.059326171875 2104.4814453125,0.5267512202262878,AP05JEO,0.25080298153294855
213,2308,2113.012556760763 1621.489463799127 2869.170713094605 2156.4221652322526,2351.505859375 2048.946044921875 2629.65771484375 2115.222900390625,0.36307087540626526,AP05JEO,0.42516258586965094
214,2308,2115.417757757762 1628.1444985233486 2869.0174885675942 2157.98629108343,2372.8515625 2052.41162109375 2620.667724609375 2115.54833984375,0.44781577587127686,AP05JEO,0.34898047455302456
215,2308,2112.0675071679148 1635.1340349668892 2865.586982060136 2159.565307333901,2371.80615234375 2049.64306640625 2639.443359375 2117.539306640625,0.6025787591934204,AP05JEO,0.4046437821953276
216,2308,2112.280283441657 1643.094927440091 2865.7995940869278 2159.6855682027826,2390.564208984375 2057.040771484375 2636.395263671875 2142.052978515625,0.5774977803230286,AP05JEO,0.32499511528432695
217,2308,2112.5817588816626 1649.666623256354 2866.0417436677126 2159.019006858913,2433.579345703125 2076.5 2675.590576171875 2154.700439453125,0.37952616810798645,AP05JEO,0.2227838483305366
218,2308,2121.8133589388685 1657.0878558306076 2873.778790016119 2158.793120344781,2405.019775390625 2080.625 2655.353759765625 2155.15087890625,0.4610808491706848,AP05JEO,0.35105062842070184
219,2308,2128.471519176812 1665.6028108934408 2886.1741873256733 2158.7861774621206,2446.13134765625 2086.2705078125 2640.803466796875 2156.265380859375,0.3103075623512268,AP05JEO,0.4987219872893899
0,2309,751.780029296875 1369.1063232421875 1428.3668212890625 1984.149169921875,991.2223510742188 1763.555419921875 1166.061279296875 1826.5205078125,0.3716139495372772,UNKNOWN,0
1,2309,751.3443611184492 1374.3341183073433 1429.989027637986 1992.3247888941987,969.5060119628906 1768.5089111328125 1177.055908203125 1839.7894287109375,0,0,0
2,2309,750.9086929400235 1379.561913372499 1431.6112339869098 2000.5004078665224,947.7896728515625 1773.46240234375 1188.050537109375 1853.058349609375,0.3266972303390503,UNKNOWN,0
3,2309,743.2073967150469 1386.599758188855 1429.121743898762 2011.9125711519628,972.5241088867188 1812.48388671875 1180.6446533203125 1879.799560546875,0.264583021402359,UNKNOWN,0
4,2309,736.5668817828073 1392.007478242252 1422.9627301553578 2020.7947992844224,970.3870239257812 1828.4658203125 1171.115234375 1885.7933349609375,0.5668860077857971,UNKNOWN,0
5,2309,734.8501188349871 1397.5636407946222 1430.4092566323322 2030.8249863931542,984.8507690429688 1828.3604736328125 1173.8238525390625 1885.5322265625,0.6384862065315247,NA13NRU,0.6043161206955249
6,2309,728.4138731551225 1403.6617713824096 1424.1652665808551 2040.4513394905227,963.6163330078125 1836.1407470703125 1174.0264892578125 1882.5008544921875,0.5902684330940247,UNKNOWN,0
